CustomerID,total_revenue,total_orders,first_purchase,last_purchase,customer_lifespan_days,avg_order_value,customer_lifetime_years,CLV,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_segment
13358.0,439.03,1,2011-03-16 11:52:00,2011-03-16 11:52:00,0,439.03,0.0,0.0,268,1,439.03,1,1,2,112,Lost Customers
13359.0,439.56,1,2011-10-07 09:30:00,2011-10-07 09:30:00,0,439.56,0.0,0.0,63,1,439.56,2,1,2,212,Lost Customers
13362.0,3090.7400000000002,4,2011-02-25 11:33:00,2011-11-30 14:41:00,278,772.6850000000001,0.7616438356164383,2514.1266796516293,8,4,3090.7400000000002,4,3,4,434,Champions
13363.0,992.5,2,2011-10-27 10:46:00,2011-11-22 12:40:00,26,496.25,0.07123287671232877,151.012795493157,17,2,992.5,4,2,3,423,Loyal Customers
13364.0,134.95999999999998,1,2011-09-29 18:13:00,2011-09-29 18:13:00,0,134.95999999999998,0.0,0.0,70,1,134.95999999999998,2,1,1,211,Lost Customers
13365.0,2225.37,2,2011-05-06 12:00:00,2011-11-06 12:36:00,184,1112.685,0.5041095890410959,2396.2379161408894,33,2,2225.37,3,2,4,324,Loyal Customers
13366.0,56.160000000000004,1,2011-10-20 13:37:00,2011-10-20 13:37:00,0,56.160000000000004,0.0,0.0,49,1,56.160000000000004,3,1,1,311,Potential Loyals
13368.0,623.4,2,2011-01-06 12:32:00,2011-03-28 09:59:00,80,311.7,0.2191780821917808,291.8546846283559,256,2,623.4,1,2,2,122,At risk
13369.0,308.28000000000003,1,2010-12-09 11:30:00,2010-12-09 11:30:00,0,308.28000000000003,0.0,0.0,365,1,308.28000000000003,1,1,2,112,Lost Customers
13370.0,754.87,1,2010-12-03 10:26:00,2010-12-03 10:26:00,0,754.87,0.0,0.0,371,1,754.87,1,1,3,113,Lost Customers
13372.0,378.64,1,2011-09-11 12:46:00,2011-09-11 12:46:00,0,378.64,0.0,0.0,89,1,378.64,2,1,2,212,Lost Customers
13373.0,3312.25,3,2011-03-08 14:35:00,2011-10-10 10:51:00,215,1104.0833333333333,0.589041095890411,2778.3067455279984,60,3,3312.25,2,3,4,234,Needs Atention
13375.0,778.65,1,2011-09-12 10:19:00,2011-09-12 10:19:00,0,778.65,0.0,0.0,88,1,778.65,2,1,3,213,Lost Customers
13376.0,1019.76,3,2011-04-19 13:03:00,2011-09-01 16:16:00,135,339.92,0.3698630136986301,537.0940806002387,98,3,1019.76,2,3,3,233,Needs Atention
13379.0,572.56,3,2011-07-26 12:26:00,2011-11-13 13:45:00,110,190.85333333333332,0.3013698630136986,245.7153647389218,25,3,572.56,3,3,2,332,Loyal Customers
13381.0,3639.31,6,2011-02-14 10:10:00,2011-11-08 11:58:00,267,606.5516666666666,0.7315068493150685,1895.47884255733,31,6,3639.31,3,4,4,344,Champions
13382.0,222.99,1,2011-03-04 10:03:00,2011-03-04 10:03:00,0,222.99,0.0,0.0,280,1,222.99,1,1,1,111,Lost Customers
13384.0,4151.93,7,2011-06-14 12:47:00,2011-11-09 11:04:00,147,593.1328571428572,0.40273972602739727,1020.4910424979633,30,7,4151.93,3,4,4,344,Champions
13385.0,534.57,1,2011-01-14 09:52:00,2011-01-14 09:52:00,0,534.57,0.0,0.0,329,1,534.57,1,1,2,112,Lost Customers
13388.0,677.1,2,2011-07-31 12:52:00,2011-07-31 12:52:00,0,338.55,0.0,0.0,130,2,677.1,2,2,3,223,Needs Atention
13389.0,797.96,3,2011-04-21 12:12:00,2011-11-28 14:01:00,221,265.9866666666667,0.6054794520547945,688.0056742096499,10,3,797.96,4,3,3,433,Champions
13390.0,544.08,1,2011-09-26 08:38:00,2011-09-26 08:38:00,0,544.08,0.0,0.0,74,1,544.08,2,1,2,212,Lost Customers
13391.0,59.8,1,2011-05-20 10:50:00,2011-05-20 10:50:00,0,59.8,0.0,0.0,203,1,59.8,1,1,1,111,Lost Customers
13394.0,2520.02,8,2011-02-03 10:39:00,2011-12-08 11:36:00,308,315.0025,0.8438356164383561,1135.5456460839853,1,8,2520.02,4,4,4,444,Champions
13395.0,307.72,1,2011-06-07 15:04:00,2011-06-07 15:04:00,0,307.72,0.0,0.0,184,1,307.72,1,1,2,112,Lost Customers
13396.0,1360.99,2,2011-01-24 13:37:00,2011-11-10 16:59:00,290,680.495,0.7945205479452054,2309.738512539709,28,2,1360.99,3,2,3,323,Loyal Customers
13397.0,1544.13,5,2011-01-04 13:50:00,2011-09-28 10:56:00,266,308.826,0.7287671232876712,961.4691909736828,72,5,1544.13,2,4,3,243,Needs Atention
13398.0,457.34,1,2011-05-31 13:17:00,2011-05-31 13:17:00,0,457.34,0.0,0.0,191,1,457.34,1,1,2,112,Lost Customers
13402.0,621.23,2,2010-12-02 17:12:00,2011-08-04 15:51:00,244,310.615,0.6684931506849315,887.0582314430615,126,2,621.23,2,2,2,222,Needs Atention
13403.0,75.0,1,2011-11-22 08:28:00,2011-11-22 08:28:00,0,75.0,0.0,0.0,17,1,75.0,4,1,1,411,Potential Loyals
13404.0,252.49,2,2011-05-11 11:57:00,2011-12-08 15:37:00,211,126.245,0.5780821917808219,311.77157817818954,0,2,252.49,4,2,1,421,Loyal Customers
13405.0,572.451,3,2011-01-26 09:27:00,2011-09-26 17:01:00,243,190.817,0.6657534246575343,542.7042425282783,73,3,572.451,2,3,2,232,Needs Atention
13408.0,28117.04,62,2010-12-01 10:39:00,2011-12-08 09:05:00,371,453.5006451612903,1.0164383561643835,1969.208484260704,1,62,28117.04,4,4,4,444,Champions
13410.0,1003.06,5,2011-02-21 14:38:00,2011-11-15 15:33:00,267,200.612,0.7315068493150685,626.9141154171166,23,5,1003.06,3,4,3,343,Champions
13411.0,213.55,1,2011-08-24 13:57:00,2011-08-24 13:57:00,0,213.55,0.0,0.0,106,1,213.55,2,1,1,211,Lost Customers
13414.0,1390.5,3,2011-02-16 12:13:00,2011-07-29 11:45:00,162,463.5,0.4438356164383562,878.829511737623,133,3,1390.5,2,3,3,233,Needs Atention
13416.0,712.5,2,2011-09-19 14:43:00,2011-10-27 08:56:00,37,356.25,0.10136986301369863,154.27532730820968,43,2,712.5,3,2,3,323,Loyal Customers
13417.0,640.83,2,2011-05-18 16:26:00,2011-12-05 08:49:00,200,320.415,0.547945205479452,750.0370450368519,4,2,640.83,4,2,2,422,Loyal Customers
13418.0,6127.43,18,2010-12-02 10:45:00,2011-11-28 10:23:00,360,340.4127777777778,0.9863013698630136,1434.3271978122614,11,18,6127.43,4,4,4,444,Champions
13419.0,221.06,1,2011-10-07 12:49:00,2011-10-07 12:49:00,0,221.06,0.0,0.0,63,1,221.06,2,1,1,211,Lost Customers
13420.0,159.85,2,2011-06-22 11:35:00,2011-07-13 08:48:00,20,79.925,0.0547945205479452,18.70908378963855,149,2,159.85,1,2,1,121,At risk
13421.0,1851.08,2,2011-02-22 15:46:00,2011-10-30 14:21:00,249,925.54,0.6821917808219178,2697.3320908694745,39,2,1851.08,3,2,4,324,Loyal Customers
13422.0,2626.3,1,2011-10-06 13:42:00,2011-10-06 13:42:00,0,2626.3,0.0,0.0,63,1,2626.3,2,1,4,214,Lost Customers
13425.0,1624.21,3,2011-02-18 08:34:00,2011-08-23 17:13:00,186,541.4033333333333,0.5095890410958904,1178.619844155188,107,3,1624.21,2,3,3,233,Needs Atention
13426.0,3641.32,10,2010-12-15 12:43:00,2011-12-09 08:59:00,358,364.132,0.9808219178082191,1525.7442873061887,0,10,3641.32,4,4,4,444,Champions
13427.0,582.6,3,2011-05-08 15:58:00,2011-11-20 13:02:00,195,194.20000000000002,0.5342465753424658,443.2244566967923,18,3,582.6,3,3,2,332,Loyal Customers
13428.0,218.47,1,2011-11-29 14:20:00,2011-11-29 14:20:00,0,218.47,0.0,0.0,9,1,218.47,4,1,1,411,Potential Loyals
13429.0,1006.8,4,2011-09-25 15:59:00,2011-11-29 09:10:00,64,251.7,0.17534246575342466,188.53981166751927,10,4,1006.8,4,3,3,433,Champions
13430.0,679.45,2,2011-09-14 14:26:00,2011-11-21 08:19:00,67,339.725,0.18356164383561643,266.4048882446933,18,2,679.45,3,2,3,323,Loyal Customers
13431.0,1269.1,2,2011-09-12 11:25:00,2011-10-03 13:49:00,21,634.55,0.057534246575342465,155.96423615453116,66,2,1269.1,2,2,3,223,Needs Atention
13434.0,534.24,2,2011-09-04 10:35:00,2011-09-26 14:30:00,22,267.12,0.06027397260273973,68.7810761098164,73,2,534.24,2,2,2,222,Needs Atention
13435.0,3809.8900000000003,7,2011-06-03 17:07:00,2011-12-04 14:45:00,183,544.2700000000001,0.5013698630136987,1165.7498437636184,4,7,3809.8900000000003,4,4,4,444,Champions
13436.0,196.89,1,2011-12-08 10:33:00,2011-12-08 10:33:00,0,196.89,0.0,0.0,1,1,196.89,4,1,1,411,Potential Loyals
13437.0,3408.06,7,2011-06-02 14:30:00,2011-11-25 14:00:00,175,486.86571428571426,0.4794520547945205,997.2111370052481,13,7,3408.06,4,4,4,444,Champions
13439.0,283.71,1,2011-03-29 14:20:00,2011-03-29 14:20:00,0,283.71,0.0,0.0,254,1,283.71,1,1,1,111,Lost Customers
13441.0,296.64,1,2011-09-09 09:38:00,2011-09-09 09:38:00,0,296.64,0.0,0.0,91,1,296.64,2,1,1,211,Lost Customers
13447.0,1129.14,3,2011-11-04 10:10:00,2011-11-16 13:38:00,12,376.38000000000005,0.03287671232876712,52.862495765361224,22,3,1129.14,3,3,3,333,Champions
13448.0,3539.37,6,2010-12-01 10:52:00,2011-11-23 12:33:00,357,589.895,0.9780821917808219,2464.8063863657894,16,6,3539.37,4,4,4,444,Champions
13449.0,291.88,1,2011-11-16 08:28:00,2011-11-16 08:28:00,0,291.88,0.0,0.0,23,1,291.88,3,1,1,311,Potential Loyals
13450.0,2043.7199999999998,6,2011-05-05 19:48:00,2011-11-13 11:54:00,191,340.61999999999995,0.5232876712328767,761.4535070387841,26,6,2043.7199999999998,3,4,4,344,Champions
13451.0,2976.15,5,2011-01-09 15:35:00,2011-11-13 15:58:00,308,595.23,0.8438356164383561,2145.7316526648856,25,5,2976.15,3,4,4,344,Champions
13452.0,590.0,2,2011-03-14 11:38:00,2011-03-25 14:19:00,11,295.0,0.030136986301369864,37.979966779716676,258,2,590.0,1,2,2,122,At risk
13453.0,356.97999999999996,2,2011-02-23 09:44:00,2011-06-27 09:34:00,123,178.48999999999998,0.336986301369863,256.9560694215502,165,2,356.97999999999996,1,2,2,122,At risk
13455.0,1058.34,2,2010-12-08 13:11:00,2011-11-15 11:21:00,341,529.17,0.9342465753424658,2111.978405577976,24,2,1058.34,3,2,3,323,Loyal Customers
13456.0,1766.72,6,2011-05-16 15:34:00,2011-11-22 09:18:00,189,294.4533333333333,0.5178082191780822,651.3556109816403,17,6,1766.72,4,4,4,444,Champions
13458.0,9646.57,14,2010-12-15 12:05:00,2011-12-02 15:29:00,352,689.0407142857142,0.9643835616438357,2838.7518306108395,6,14,9646.57,4,4,4,444,Champions
13460.0,183.44,2,2011-10-21 09:50:00,2011-11-10 17:17:00,20,91.72,0.0547945205479452,21.47009277679885,28,2,183.44,3,2,1,321,Loyal Customers
13461.0,1445.0,3,2011-06-29 10:23:00,2011-11-01 09:01:00,124,481.6666666666667,0.33972602739726027,699.0498662136245,38,3,1445.0,3,3,3,333,Champions
13462.0,151.5,1,2011-04-01 11:20:00,2011-04-01 11:20:00,0,151.5,0.0,0.0,252,1,151.5,1,1,1,111,Lost Customers
13464.0,674.68,1,2011-10-12 15:01:00,2011-10-12 15:01:00,0,674.68,0.0,0.0,57,1,674.68,2,1,3,213,Lost Customers
13466.0,307.9,1,2011-06-08 16:39:00,2011-06-08 16:39:00,0,307.9,0.0,0.0,183,1,307.9,1,1,2,112,Lost Customers
13467.0,1083.71,2,2011-11-03 16:56:00,2011-11-29 10:01:00,25,541.855,0.0684931506849315,158.5488050803034,10,2,1083.71,4,2,3,423,Loyal Customers
13468.0,5704.97,37,2010-12-01 15:08:00,2011-12-08 10:39:00,371,154.1883783783784,1.0164383561643835,669.5228906876523,1,37,5704.97,4,4,4,444,Champions
13470.0,165.0,2,2011-08-16 17:06:00,2011-09-01 14:57:00,15,82.5,0.0410958904109589,14.483885636332632,98,2,165.0,2,2,1,221,Needs Atention
13471.0,2531.58,4,2011-10-23 13:10:00,2011-12-08 15:44:00,46,632.895,0.12602739726027398,340.7449089221092,0,4,2531.58,4,3,4,434,Champions
13473.0,422.64,2,2011-01-11 08:45:00,2011-10-10 11:20:00,272,211.32,0.7452054794520548,672.7433065423747,60,2,422.64,2,2,2,222,Needs Atention
13474.0,229.59,1,2011-04-17 13:53:00,2011-04-17 13:53:00,0,229.59,0.0,0.0,235,1,229.59,1,1,1,111,Lost Customers
13475.0,1431.78,4,2011-02-14 12:36:00,2011-06-01 13:52:00,107,357.945,0.29315068493150687,448.2702913279903,190,4,1431.78,1,3,3,133,At risk
13476.0,1238.47,2,2011-03-03 14:43:00,2011-06-14 12:00:00,102,619.235,0.27945205479452057,739.2571717539173,178,2,1238.47,1,2,3,123,At risk
13477.0,1454.58,6,2011-02-21 12:29:00,2011-11-02 12:04:00,253,242.42999999999998,0.6931506849315069,717.8715829401845,37,6,1454.58,3,4,3,343,Champions
13479.0,300.95,2,2011-04-19 11:27:00,2011-05-23 10:45:00,33,150.475,0.09041095890410959,58.119005096724074,200,2,300.95,1,2,1,121,At risk
13481.0,1804.56,5,2011-03-28 09:07:00,2011-10-25 09:07:00,211,360.912,0.5780821917808219,891.2994876901797,45,5,1804.56,3,4,4,344,Champions
13482.0,184.64,1,2011-04-21 17:03:00,2011-04-21 17:03:00,0,184.64,0.0,0.0,231,1,184.64,1,1,1,111,Lost Customers
13483.0,140.34,1,2011-10-05 11:53:00,2011-10-05 11:53:00,0,140.34,0.0,0.0,65,1,140.34,2,1,1,211,Lost Customers
13484.0,313.8,1,2011-04-12 16:30:00,2011-04-12 16:30:00,0,313.8,0.0,0.0,240,1,313.8,1,1,2,112,Lost Customers
13485.0,454.24,1,2011-04-20 13:58:00,2011-04-20 13:58:00,0,454.24,0.0,0.0,232,1,454.24,1,1,2,112,Lost Customers
13486.0,1122.41,3,2011-07-07 17:19:00,2011-09-22 13:13:00,76,374.1366666666667,0.20821917808219179,332.8003269650598,77,3,1122.41,2,3,3,233,Needs Atention
13487.0,575.4,3,2010-12-21 14:54:00,2011-10-13 12:07:00,295,191.79999999999998,0.8082191780821918,662.2325116681508,57,3,575.4,2,3,2,232,Needs Atention
13488.0,8968.31,13,2010-12-07 13:01:00,2011-11-22 14:41:00,350,689.87,0.958904109589041,2826.0196883861636,16,13,8968.31,4,4,4,444,Champions
13489.0,449.52,4,2011-02-18 10:42:00,2011-08-26 13:16:00,189,112.38,0.5178082191780822,248.5940394475075,104,4,449.52,2,3,2,232,Needs Atention
13491.0,1215.82,10,2010-12-02 14:30:00,2011-10-19 08:32:00,320,121.582,0.8767123287671232,455.3644692522909,51,10,1215.82,2,4,3,243,Needs Atention
13492.0,1269.84,3,2011-05-09 10:06:00,2011-07-26 14:25:00,78,423.28,0.2136986301369863,386.42234403834857,135,3,1269.84,2,3,3,233,Needs Atention
13493.0,618.63,2,2011-02-25 16:42:00,2011-03-09 15:35:00,11,309.315,0.030136986301369864,39.8229607609087,274,2,618.63,1,2,2,122,At risk
13494.0,316.26000000000005,1,2011-02-01 11:58:00,2011-02-01 11:58:00,0,316.26000000000005,0.0,0.0,311,1,316.26000000000005,1,1,2,112,Lost Customers
13495.0,2044.8700000000001,5,2010-12-06 15:14:00,2011-12-02 11:21:00,360,408.97400000000005,0.9863013698630136,1723.2094965042916,7,5,2044.8700000000001,4,4,4,444,Champions
13496.0,653.33,2,2010-12-15 10:17:00,2011-11-29 10:58:00,349,326.665,0.9561643835616438,1334.3443207967816,10,2,653.33,4,2,2,422,Loyal Customers
13497.0,348.05,2,2010-12-06 11:37:00,2011-03-02 09:04:00,85,174.025,0.2328767123287671,173.1292499542116,282,2,348.05,1,2,2,122,At risk
13499.0,1159.11,5,2011-03-15 08:52:00,2011-11-22 11:21:00,252,231.82199999999997,0.6904109589041096,683.746424782584,17,5,1159.11,4,4,3,443,Champions
13500.0,1166.77,3,2011-08-09 12:20:00,2011-11-16 15:35:00,99,388.92333333333335,0.27123287671232876,450.64968650410196,22,3,1166.77,3,3,3,333,Champions
13501.0,1340.32,1,2011-02-24 18:59:00,2011-02-24 18:59:00,0,1340.32,0.0,0.0,287,1,1340.32,1,1,3,113,Lost Customers
13502.0,292.0,3,2011-01-20 09:03:00,2011-11-23 10:39:00,307,97.33333333333333,0.8410958904109589,349.73560780697704,16,3,292.0,4,3,1,431,Loyal Customers
13503.0,216.85,1,2011-09-29 13:23:00,2011-09-29 13:23:00,0,216.85,0.0,0.0,70,1,216.85,2,1,1,211,Lost Customers
13504.0,295.93,1,2011-10-06 13:20:00,2011-10-06 13:20:00,0,295.93,0.0,0.0,63,1,295.93,2,1,1,211,Lost Customers
13505.0,4393.63,4,2011-04-21 12:07:00,2011-09-28 11:56:00,159,1098.4075,0.43561643835616437,2044.092258038235,72,4,4393.63,2,3,4,234,Needs Atention
13506.0,458.52,2,2010-12-05 12:15:00,2011-01-27 13:53:00,53,229.26,0.14520547945205478,142.21455184827298,315,2,458.52,1,2,2,122,At risk
13507.0,2479.16,4,2011-07-17 11:50:00,2011-12-06 13:13:00,142,619.79,0.38904109589041097,1030.0843490529694,2,4,2479.16,4,3,4,434,Champions
13508.0,110.97,1,2011-04-10 11:58:00,2011-04-10 11:58:00,0,110.97,0.0,0.0,243,1,110.97,1,1,1,111,Lost Customers
13509.0,979.72,7,2011-02-28 13:27:00,2011-12-01 10:10:00,275,139.96,0.7534246575342466,450.48102970247004,8,7,979.72,4,4,3,443,Champions
13510.0,1791.56,4,2011-06-09 09:32:00,2011-12-08 13:46:00,182,447.89,0.4986301369863014,954.0752580634975,0,4,1791.56,4,3,4,434,Champions
13512.0,251.21,1,2011-03-24 10:03:00,2011-03-24 10:03:00,0,251.21,0.0,0.0,260,1,251.21,1,1,1,111,Lost Customers
13513.0,205.1,1,2011-08-05 11:50:00,2011-08-05 11:50:00,0,205.1,0.0,0.0,126,1,205.1,2,1,1,211,Lost Customers
13514.0,152.20000000000002,1,2011-09-27 09:39:00,2011-09-27 09:39:00,0,152.20000000000002,0.0,0.0,73,1,152.20000000000002,2,1,1,211,Lost Customers
13515.0,891.12,4,2011-04-06 10:33:00,2011-09-28 11:26:00,175,222.78,0.4794520547945205,456.30384433202596,72,4,891.12,2,3,3,233,Needs Atention
13516.0,1389.41,3,2011-04-15 11:06:00,2011-11-18 13:15:00,217,463.1366666666667,0.5945205479452055,1176.27476164552,20,3,1389.41,3,3,3,333,Champions
13517.0,2128.42,3,2011-06-13 08:44:00,2011-10-11 11:43:00,120,709.4733333333334,0.3287671232876712,996.4538784996557,59,3,2128.42,2,3,4,234,Needs Atention
13518.0,659.4399999999999,1,2011-09-15 10:29:00,2011-09-15 10:29:00,0,659.4399999999999,0.0,0.0,85,1,659.4399999999999,2,1,2,212,Lost Customers
13519.0,122.75,1,2011-09-22 18:24:00,2011-09-22 18:24:00,0,122.75,0.0,0.0,77,1,122.75,2,1,1,211,Lost Customers
13520.0,3624.35,6,2010-12-03 10:36:00,2011-10-12 10:20:00,312,604.0583333333333,0.8547945205479452,2205.8366764559137,58,6,3624.35,2,4,4,244,Needs Atention
13521.0,1093.65,3,2011-11-29 15:09:00,2011-12-08 13:50:00,8,364.55,0.021917808219178082,34.13398308670747,0,3,1093.65,4,3,3,433,Champions
13522.0,125.80000000000001,1,2011-11-09 15:11:00,2011-11-09 15:11:00,0,125.80000000000001,0.0,0.0,29,1,125.80000000000001,3,1,1,311,Potential Loyals
13523.0,3964.88,5,2010-12-08 14:22:00,2011-11-06 15:11:00,333,792.976,0.9123287671232877,3090.609649201387,32,5,3964.88,3,4,4,344,Champions
13524.0,680.1800000000001,5,2011-05-04 12:26:00,2011-10-30 12:34:00,179,136.036,0.4904109589041096,285.00124936559365,40,5,680.1800000000001,3,4,3,343,Champions
13525.0,628.78,2,2011-04-05 15:36:00,2011-11-25 12:01:00,233,314.39,0.6383561643835617,857.3625790813265,14,2,628.78,4,2,2,422,Loyal Customers
13527.0,2287.51,7,2011-01-17 11:17:00,2011-11-06 12:04:00,293,326.7871428571429,0.8027397260273973,1120.6563621317644,33,7,2287.51,3,4,4,344,Champions
13529.0,307.76,2,2011-05-19 11:50:00,2011-09-22 09:15:00,125,153.88,0.3424657534246575,225.129325426148,78,2,307.76,2,2,2,222,Needs Atention
13531.0,483.8,2,2010-12-08 15:03:00,2011-05-18 16:56:00,161,241.9,0.4410958904109589,455.8286558416542,204,2,483.8,1,2,2,122,At risk
13532.0,210.31,1,2011-11-06 12:25:00,2011-11-06 12:25:00,0,210.31,0.0,0.0,33,1,210.31,3,1,1,311,Potential Loyals
13533.0,270.79,3,2011-03-17 12:47:00,2011-06-10 11:54:00,84,90.26333333333334,0.23013698630136986,88.74226986743464,182,3,270.79,1,3,1,131,At risk
13534.0,5870.08,25,2010-12-16 15:23:00,2011-12-07 14:52:00,355,234.8032,0.9726027397260274,975.6010157777399,1,25,5870.08,4,4,4,444,Champions
13536.0,3448.29,7,2011-09-25 13:30:00,2011-12-08 16:38:00,74,492.61285714285714,0.20273972602739726,426.6554934565425,0,7,3448.29,4,4,4,444,Champions
13538.0,1280.85,7,2011-01-28 10:40:00,2011-10-27 16:34:00,272,182.97857142857143,0.7452054794520548,582.5175523814937,42,7,1280.85,3,4,3,343,Champions
13539.0,631.34,3,2011-02-03 15:23:00,2011-09-15 10:18:00,223,210.4466666666667,0.6109589041095891,549.2711562974332,85,3,631.34,2,3,2,232,Needs Atention
13544.0,291.41,2,2011-04-13 12:09:00,2011-10-31 11:57:00,200,145.705,0.547945205479452,341.07063541686404,39,2,291.41,3,2,1,321,Loyal Customers
13546.0,626.99,3,2011-05-23 12:14:00,2011-11-27 14:50:00,188,208.99666666666667,0.5150684931506849,459.87212755915124,11,3,626.99,4,3,2,432,Loyal Customers
13548.0,682.41,2,2011-04-10 11:35:00,2011-09-04 14:50:00,147,341.205,0.40273972602739727,587.0466320695731,95,2,682.41,2,2,3,223,Needs Atention
13549.0,918.2,7,2011-04-11 13:42:00,2011-11-14 09:20:00,216,131.17142857142858,0.5917808219178082,331.6140166137506,25,7,918.2,3,4,3,343,Champions
13551.0,91.80000000000001,1,2011-01-24 14:46:00,2011-01-24 14:46:00,0,91.80000000000001,0.0,0.0,318,1,91.80000000000001,1,1,1,111,Lost Customers
13552.0,3740.07,12,2011-01-28 10:10:00,2011-10-04 15:19:00,249,311.6725,0.6821917808219178,908.3175617385702,65,12,3740.07,2,4,4,244,Needs Atention
13555.0,4149.28,4,2011-05-22 11:06:00,2011-09-27 12:36:00,128,1037.32,0.3506849315068493,1554.0414575999291,73,4,4149.28,2,3,4,234,Needs Atention
13557.0,584.06,2,2011-03-04 12:14:00,2011-11-11 15:24:00,252,292.03,0.6904109589041096,861.3266576479281,27,2,584.06,3,2,2,322,Loyal Customers
13558.0,605.06,4,2011-10-02 13:01:00,2011-12-04 11:24:00,62,151.265,0.16986301369863013,109.76655157038466,5,4,605.06,4,3,2,432,Loyal Customers
13560.0,174.37,1,2011-12-02 13:11:00,2011-12-02 13:11:00,0,174.37,0.0,0.0,6,1,174.37,4,1,1,411,Potential Loyals
13561.0,141.85999999999999,1,2011-05-08 12:39:00,2011-05-08 12:39:00,0,141.85999999999999,0.0,0.0,215,1,141.85999999999999,1,1,1,111,Lost Customers
13562.0,1799.33,3,2011-04-08 12:42:00,2011-09-19 10:51:00,163,599.7766666666666,0.4465753424657534,1144.2398008214548,81,3,1799.33,2,3,4,234,Needs Atention
13563.0,777.53,2,2011-07-22 17:21:00,2011-09-16 14:45:00,55,388.765,0.1506849315068493,250.25901330706026,83,2,777.53,2,2,3,223,Needs Atention
13564.0,1749.02,3,2010-12-06 17:26:00,2011-07-18 14:33:00,223,583.0066666666667,0.6109589041095891,1521.6622387102616,143,3,1749.02,1,3,4,134,At risk
13565.0,240.22,2,2011-01-09 14:28:00,2011-11-20 14:33:00,315,120.11,0.863013698630137,442.82241914397764,18,2,240.22,3,2,1,321,Loyal Customers
13566.0,874.71,2,2011-09-18 12:40:00,2011-10-30 11:59:00,41,437.355,0.11232876712328767,209.87360961746148,40,2,874.71,3,2,3,323,Loyal Customers
13568.0,192.85,1,2011-06-19 14:42:00,2011-06-19 14:42:00,0,192.85,0.0,0.0,172,1,192.85,1,1,1,111,Lost Customers
13569.0,373.75,2,2010-12-07 12:29:00,2011-11-22 13:07:00,350,186.875,0.958904109589041,765.5245615364696,16,2,373.75,4,2,2,422,Loyal Customers
13570.0,239.49,1,2011-04-10 13:36:00,2011-04-10 13:36:00,0,239.49,0.0,0.0,242,1,239.49,1,1,1,111,Lost Customers
13571.0,2092.32,12,2011-03-31 12:43:00,2011-11-27 10:47:00,240,174.36,0.6575342465753424,489.77654294321604,12,12,2092.32,4,4,4,444,Champions
13572.0,1384.25,1,2011-05-18 11:59:00,2011-05-18 11:59:00,0,1384.25,0.0,0.0,205,1,1384.25,1,1,3,113,Lost Customers
13573.0,294.4,2,2011-03-31 14:47:00,2011-10-20 14:33:00,202,147.2,0.5534246575342465,348.01587803229813,49,2,294.4,3,2,1,321,Loyal Customers
13575.0,732.0699999999999,5,2011-06-16 14:24:00,2011-11-16 13:14:00,152,146.414,0.41643835616438357,260.47501575500354,22,5,732.0699999999999,3,4,3,343,Champions
13576.0,6717.34,18,2010-12-01 17:24:00,2011-11-29 15:34:00,362,373.18555555555554,0.9917808219178083,1581.1507398972515,9,18,6717.34,4,4,4,444,Champions
13577.0,1687.6000000000001,4,2011-04-12 10:33:00,2011-11-14 15:19:00,216,421.90000000000003,0.5917808219178082,1066.6038719945434,24,4,1687.6000000000001,3,3,4,334,Champions
13579.0,467.04,2,2010-12-05 16:10:00,2011-11-25 08:41:00,354,233.52,0.9698630136986301,967.5362009890298,14,2,467.04,4,2,2,422,Loyal Customers
13581.0,118.0,1,2011-02-03 14:41:00,2011-02-03 14:41:00,0,118.0,0.0,0.0,308,1,118.0,1,1,1,111,Lost Customers
13583.0,781.03,1,2011-07-07 10:40:00,2011-07-07 10:40:00,0,781.03,0.0,0.0,155,1,781.03,1,1,3,113,Lost Customers
13584.0,142.4,1,2011-02-06 12:49:00,2011-02-06 12:49:00,0,142.4,0.0,0.0,306,1,142.4,1,1,1,111,Lost Customers
13587.0,712.4,1,2011-10-07 12:31:00,2011-10-07 12:31:00,0,712.4,0.0,0.0,63,1,712.4,2,1,3,213,Lost Customers
13588.0,2478.95,9,2011-03-29 15:53:00,2011-11-24 10:42:00,239,275.43888888888887,0.6547945205479452,770.4829596647936,15,9,2478.95,4,4,4,444,Champions
13589.0,379.65,2,2011-06-13 12:44:00,2011-11-25 12:10:00,164,189.825,0.44931506849315067,364.36540518009053,14,2,379.65,4,2,2,422,Loyal Customers
13590.0,1981.92,6,2011-02-09 13:25:00,2011-11-28 12:54:00,291,330.32,0.7972602739726027,1125.039415828265,10,6,1981.92,4,4,4,444,Champions
13591.0,1117.13,3,2011-03-18 12:18:00,2011-10-06 12:26:00,202,372.3766666666667,0.5534246575342465,880.3871780485083,64,3,1117.13,2,3,3,233,Needs Atention
13592.0,247.95999999999998,4,2011-03-20 14:01:00,2011-11-04 09:49:00,228,61.989999999999995,0.6246575342465753,165.4231790674321,35,4,247.95999999999998,3,3,1,331,Loyal Customers
13593.0,2037.0800000000002,5,2011-01-07 16:32:00,2011-08-23 13:35:00,227,407.41600000000005,0.6219178082191781,1082.439961489734,107,5,2037.0800000000002,2,4,4,244,Needs Atention
